,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year
4793,Indian Institute of Technology (BHU) Varanasi,"Pharmaceutics (4 Years, Bachelor of Pharmaceutics)",OPEN,Gender-Neutral,8027,9805,2016
4794,Indian Institute of Technology (BHU) Varanasi,"Pharmaceutics (5 Years, Bachelor and Master of Pharmaceutics(Dual Degree))",OPEN,Gender-Neutral,8101,9873,2016
4795,Indian Institute of Technology Guwahati,"Bio Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5394,8000,2016
4796,Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3184,4657,2016
4797,Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1890,6395,2016
4798,Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4087,5371,2016
4799,Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,406,666,2016
4800,Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1202,1873,2016
4801,Indian Institute of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1471,2127,2016
4802,Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3214,5160,2016
4803,Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,726,1251,2016
4804,Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2249,3052,2016
4805,Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3146,5949,2016
4806,Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6478,8249,2016
4807,Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6128,8379,2016
4808,Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3003,5164,2016
4809,Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5503,6971,2016
4810,Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5594,7571,2016
4811,Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7449,8648,2016
4812,Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2818,4981,2016
4813,Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5566,6737,2016
4814,Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5958,7381,2016
4815,Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7101,8536,2016
4816,Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2524,4539,2016
4817,Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4547,6568,2016
4818,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5691,7165,2016
4819,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4743,6219,2016
4820,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6821,8389,2016
4821,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6683,8624,2016
4822,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2914,5644,2016
4823,Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6504,8299,2016
4824,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6421,8478,2016
10173,Indian Institute of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5802,6844,2017
10174,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,5624,7429,2017
10175,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,7398,7844,2017
10176,Indian Institute of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,7751,8208,2017
10177,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1764,2635,2017
10178,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,2626,3184,2017
10179,Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,4780,5054,2017
10180,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3284,4576,2017
10181,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2697,3922,2017
10182,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4001,5288,2017
10183,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,5323,5794,2017
10184,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,5821,6211,2017
10185,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,5867,6111,2017
10186,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6440,7615,2017
10187,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,7999,8303,2017
10188,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,749,1986,2017
10189,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,830,1507,2017
10190,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,3051,4765,2017
10191,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1046,2298,2017
10192,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1,62,2017
10193,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,1426,2193,2017
10194,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,74,266,2017
10195,Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,345,510,2017
10196,Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,270,471,2017
10197,Indian Institute of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,1294,2514,2017
10198,Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,64,1223,2017
10199,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,297,738,2017
10200,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,260,879,2017
10201,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1600,3005,2017
10202,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,3039,3323,2017
10203,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,3056,3288,2017
10204,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6020,7211,2017
10205,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1696,2383,2017
10206,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3774,4712,2017
10207,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3779,5917,2017
10208,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,3058,3959,2017
10209,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2858,3684,2017
10210,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,949,1780,2017
10211,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,1984,2792,2017
10212,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1341,2811,2017
10213,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3,104,2017
10214,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,78,154,2017
10215,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,226,416,2017
10216,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,467,928,2017
10217,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1244,2394,2017
10218,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,207,329,2017
10219,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,332,394,2017
10220,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,445,944,2017
10221,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1694,2600,2017
10222,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3481,5141,2017
10223,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5278,6470,2017
10224,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,848,1499,2017
10225,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2742,3611,2017
10226,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3770,4504,2017
10227,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6495,7455,2017
10228,Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2732,3365,2017
10229,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,3451,3806,2017
10230,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5183,6454,2017
10231,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,6204,7452,2017
10232,Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,6787,7667,2017
10233,Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",OPEN,Gender-Neutral,6448,12567,2017
10234,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4262,5254,2017
10235,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,5364,6345,2017
10236,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1620,2902,2017
10237,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,2990,3544,2017
10238,Indian Institute of Technology Kharagpur,"Chemistry (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,4790,7772,2017
10239,Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2329,3869,2017
10240,Indian Institute of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,3937,4312,2017
10241,Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,160,262,2017
10242,Indian Institute of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,273,369,2017
10243,Indian Institute of Technology Kharagpur,"Economics (5 Years, Integrated Master of Science)",OPEN,Gender-Neutral,2892,4115,2017
10244,Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,444,1170,2017
10245,Indian Institute of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,1203,1520,2017
